Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000482,SUP0007,HMM,Shenzhen,Vancouver,2022-06-26,2022-07-18,2022-07-18,22,0,None,Yes,10,3771.84,37718.4,225530.19,FOB,Delivered
SHP000483,SUP0006,Hapag-Lloyd,Singapore,Seattle,2022-06-05,2022-07-18,2022-07-18,43,0,None,Yes,6,1752.15,10512.9,791694.73,EXW,Delivered
SHP000484,SUP0002,Yang Ming,Rotterdam,Houston,2022-05-04,2022-06-03,2022-06-03,30,0,None,Yes,2,2619.37,5238.74,932156.98,CFR,Delivered
SHP000485,SUP0013,CMA CGM,Hamburg,Vancouver,2022-10-22,2022-12-02,2022-12-02,41,0,None,Yes,2,4176.65,8353.3,729630.3,FOB,Delivered
SHP000486,SUP0002,MSC,Shenzhen,Chicago,2024-07-02,2024-07-17,2024-07-17,15,0,None,Yes,1,4251.71,4251.71,681375.54,EXW,Delivered
SHP000487,SUP0005,ONE,Rotterdam,Toronto,2024-11-21,2025-01-05,2025-01-05,45,0,None,Yes,2,2798.48,5596.96,53141.99,DAP,In Transit
SHP000488,SUP0004,HMM,Hong Kong,Houston,2023-09-13,2023-10-22,2023-10-22,39,0,None,Yes,2,2151.81,4303.62,860674.97,EXW,Delivered
SHP000489,SUP0003,ZIM,Singapore,New York,2022-12-28,2023-01-13,2023-01-13,16,0,None,Yes,5,3374.76,16873.8,901637.66,EXW,Delivered
SHP000490,SUP0016,MSC,Hamburg,New York,2022-10-14,2022-10-30,2022-10-30,16,0,None,Yes,10,1682.39,16823.9,419329.16,CFR,Delivered
SHP000491,SUP0010,ZIM,Hamburg,Toronto,2022-03-17,2022-04-21,2022-04-21,35,0,None,Yes,1,2300.38,2300.38,251094.27,CFR,Delivered
SHP000492,SUP0015,COSCO,Ningbo,New York,2022-05-28,2022-06-13,2022-06-13,16,0,None,Yes,1,2543.51,2543.51,922118.12,FOB,Delivered
SHP000493,SUP0008,CMA CGM,Shanghai,Los Angeles,2022-04-13,2022-05-16,2022-05-16,33,0,None,Yes,3,3890.8,11672.4,110759.73,FOB,Delivered
SHP000494,SUP0004,ZIM,Busan,Vancouver,2023-02-20,2023-04-02,2023-04-02,41,0,None,Yes,7,1999.67,13997.69,977060.61,CFR,Delivered
SHP000495,SUP0018,CMA CGM,Hong Kong,New York,2022-04-04,2022-04-29,2022-04-29,25,0,None,Yes,5,1322.58,6612.9,444396.61,EXW,Delivered
SHP000496,SUP0018,CMA CGM,Hamburg,New York,2022-03-25,2022-04-16,2022-04-16,22,0,None,Yes,10,2191.68,21916.8,199865.98,DAP,Delivered
SHP000497,SUP0003,Maersk,Shanghai,Los Angeles,2022-07-02,2022-08-03,2022-08-03,32,0,None,Yes,8,3361.73,26893.84,245852.21,EXW,Delivered
SHP000498,SUP0017,ZIM,Rotterdam,New York,2022-12-24,2023-01-09,2023-01-09,16,0,None,Yes,8,3064.58,24516.64,133620.13,EXW,Delivered
SHP000499,SUP0012,Yang Ming,Shanghai,New York,2023-01-29,2023-02-19,2023-03-08,21,17,Documentation Error,No,6,3992.1,23952.6,987443.02,CFR,Delivered
SHP000500,SUP0008,ZIM,Busan,Chicago,2022-04-19,2022-05-15,2022-05-15,26,0,None,Yes,8,2640.8,21126.4,201771.61,FOB,Delivered
SHP000501,SUP0002,ONE,Singapore,New York,2024-06-09,2024-07-09,2024-07-09,30,0,None,Yes,8,960.27,7682.16,753396.04,CFR,Delivered
SHP000502,SUP0006,CMA CGM,Shanghai,Seattle,2024-11-20,2024-12-11,2024-12-14,21,3,Equipment Shortage,No,10,2945.12,29451.2,448112.96,EXW,Delivered
SHP000503,SUP0008,MSC,Hong Kong,New York,2022-07-20,2022-08-18,2022-09-01,29,14,Equipment Shortage,No,4,1072.06,4288.24,605837.64,FOB,Delivered
SHP000504,SUP0014,CMA CGM,Busan,Seattle,2022-12-31,2023-02-07,2023-02-07,38,0,None,Yes,4,3138.48,12553.92,976778.1,CIF,Delivered
SHP000505,SUP0011,CMA CGM,Shanghai,Toronto,2023-07-29,2023-08-20,2023-08-24,22,4,Equipment Shortage,No,7,1433.44,10034.08,376397.21,EXW,Delivered
SHP000506,SUP0020,CMA CGM,Ningbo,New York,2022-06-27,2022-08-06,2022-08-06,40,0,None,Yes,4,2988.85,11955.4,845139.57,EXW,Delivered
SHP000507,SUP0001,Yang Ming,Busan,New York,2023-11-02,2023-12-13,2023-12-13,41,0,None,Yes,10,4301.13,43011.3,918066.98,FOB,Delivered
SHP000508,SUP0014,Maersk,Shanghai,Seattle,2024-10-29,2024-11-14,2024-11-14,16,0,None,Yes,8,3795.95,30367.6,711820.83,FOB,Delivered
SHP000509,SUP0015,ZIM,Busan,Vancouver,2022-01-26,2022-03-07,2022-03-07,40,0,None,Yes,5,1684.53,8422.65,999004.08,FOB,Delivered
SHP000510,SUP0016,Hapag-Lloyd,Ningbo,Seattle,2022-02-19,2022-04-03,2022-04-03,43,0,None,Yes,7,1484.3,10390.1,877974.21,DAP,Delivered
SHP000511,SUP0001,MSC,Rotterdam,Houston,2024-12-23,2025-01-08,2025-01-08,16,0,None,Yes,5,3382.8,16914.0,631876.18,CFR,In Transit
SHP000512,SUP0007,MSC,Hong Kong,Toronto,2024-11-20,2024-12-27,2024-12-27,37,0,None,Yes,6,2521.81,15130.86,88830.62,EXW,Delivered
SHP000513,SUP0006,COSCO,Shenzhen,New York,2022-10-11,2022-11-15,2022-11-15,35,0,None,Yes,8,3528.31,28226.48,764663.28,CIF,Delivered
SHP000514,SUP0008,ONE,Hong Kong,Chicago,2024-10-28,2024-12-08,2024-12-08,41,0,None,Yes,6,2077.34,12464.04,511915.56,CFR,Delivered
SHP000515,SUP0004,ZIM,Singapore,Seattle,2024-01-24,2024-02-11,2024-02-18,18,7,Equipment Shortage,No,2,1096.63,2193.26,903048.57,EXW,Delivered
SHP000516,SUP0003,MSC,Ningbo,Chicago,2022-08-18,2022-09-10,2022-09-10,23,0,None,Yes,4,2726.54,10906.16,645912.39,EXW,Delivered
SHP000517,SUP0014,COSCO,Ningbo,Seattle,2023-12-12,2024-01-21,2024-01-21,40,0,None,Yes,1,1878.61,1878.61,109802.03,CIF,Delivered
SHP000518,SUP0017,ONE,Rotterdam,Houston,2023-10-31,2023-12-15,2023-12-15,45,0,None,Yes,9,3915.06,35235.54,472993.49,EXW,Delivered
SHP000519,SUP0019,CMA CGM,Singapore,Los Angeles,2023-06-17,2023-07-15,2023-07-15,28,0,None,Yes,5,3648.07,18240.35,94952.99,EXW,Delivered
SHP000520,SUP0010,ZIM,Ningbo,Los Angeles,2023-08-08,2023-09-02,2023-09-02,25,0,None,Yes,3,1396.64,4189.92,161071.47,EXW,Delivered
SHP000521,SUP0019,CMA CGM,Hamburg,Chicago,2024-01-28,2024-02-22,2024-02-22,25,0,None,Yes,1,3262.55,3262.55,979121.43,CIF,Delivered
SHP000522,SUP0012,ZIM,Ningbo,Chicago,2022-09-06,2022-09-21,2022-10-04,15,13,Customs Inspection,No,8,4232.9,33863.2,198250.6,CFR,Delivered
SHP000523,SUP0017,ONE,Singapore,Seattle,2023-08-17,2023-09-09,2023-09-09,23,0,None,Yes,8,2053.13,16425.04,156699.84,DAP,Delivered
SHP000524,SUP0002,CMA CGM,Shenzhen,Chicago,2022-02-20,2022-03-31,2022-03-31,39,0,None,Yes,8,2122.36,16978.88,360048.15,CFR,Delivered
SHP000525,SUP0007,HMM,Busan,Chicago,2023-02-05,2023-02-20,2023-02-20,15,0,None,Yes,8,3305.13,26441.04,959742.51,CFR,Delivered
SHP000526,SUP0013,Evergreen,Hamburg,Houston,2024-11-13,2024-11-30,2024-11-30,17,0,None,Yes,7,2167.63,15173.41,404189.59,EXW,Delivered
SHP000527,SUP0012,ONE,Singapore,Seattle,2022-06-29,2022-07-26,2022-07-26,27,0,None,Yes,7,3773.64,26415.48,324202.32,DAP,Delivered
SHP000528,SUP0014,CMA CGM,Shenzhen,Los Angeles,2023-03-02,2023-04-04,2023-04-20,33,16,Documentation Error,No,6,1044.63,6267.78,962090.53,DAP,Delivered
SHP000529,SUP0003,Maersk,Rotterdam,Chicago,2024-04-28,2024-05-23,2024-05-23,25,0,None,Yes,10,3594.4,35944.0,180080.69,CIF,Delivered
SHP000530,SUP0013,Hapag-Lloyd,Hamburg,Toronto,2023-09-11,2023-10-14,2023-10-14,33,0,None,Yes,8,1630.72,13045.76,801658.57,CIF,Delivered
SHP000531,SUP0009,Hapag-Lloyd,Hamburg,Vancouver,2023-08-13,2023-09-22,2023-09-22,40,0,None,Yes,4,905.24,3620.96,776482.44,DAP,Delivered
SHP000532,SUP0003,HMM,Hong Kong,Seattle,2024-06-12,2024-07-12,2024-07-28,30,16,Port Congestion,No,6,2696.35,16178.1,596500.5,EXW,Delivered
SHP000533,SUP0006,HMM,Shanghai,Los Angeles,2023-10-17,2023-11-29,2023-11-29,43,0,None,Yes,1,1808.88,1808.88,448538.3,EXW,Delivered
SHP000534,SUP0002,Hapag-Lloyd,Singapore,Vancouver,2024-11-18,2024-12-14,2024-12-14,26,0,None,Yes,10,3584.73,35847.3,566526.72,EXW,Delivered
SHP000535,SUP0010,Hapag-Lloyd,Hong Kong,Vancouver,2024-12-30,2025-02-04,2025-02-04,36,0,None,Yes,9,1841.25,16571.25,789867.45,DAP,In Transit
SHP000536,SUP0011,CMA CGM,Shenzhen,New York,2022-11-13,2022-12-11,2022-12-11,28,0,None,Yes,9,3069.68,27627.12,839845.37,CFR,Delivered
SHP000537,SUP0018,COSCO,Shenzhen,Miami,2024-08-01,2024-08-19,2024-08-19,18,0,None,Yes,1,2574.22,2574.22,345994.79,EXW,Delivered
SHP000538,SUP0005,ZIM,Hong Kong,Los Angeles,2023-09-16,2023-10-01,2023-10-01,15,0,None,Yes,3,3345.77,10037.31,342056.91,CIF,Delivered
SHP000539,SUP0005,MSC,Rotterdam,Vancouver,2022-06-09,2022-06-24,2022-06-24,15,0,None,Yes,1,1526.5,1526.5,81153.08,CFR,Delivered
SHP000540,SUP0019,Maersk,Hamburg,Vancouver,2023-06-03,2023-06-19,2023-06-19,16,0,None,Yes,1,3591.84,3591.84,793252.27,CFR,Delivered
SHP000541,SUP0007,HMM,Busan,Los Angeles,2023-12-21,2024-01-05,2024-01-05,15,0,None,Yes,5,4310.53,21552.65,380444.71,CIF,Delivered
SHP000542,SUP0017,HMM,Busan,Vancouver,2022-07-22,2022-08-05,2022-08-05,14,0,None,Yes,4,4367.78,17471.12,213184.79,CFR,Delivered
SHP000543,SUP0001,MSC,Busan,Seattle,2024-01-21,2024-02-15,2024-02-15,25,0,None,Yes,2,1469.14,2938.28,387081.23,DAP,Delivered
SHP000544,SUP0014,Evergreen,Busan,Miami,2022-08-20,2022-09-23,2022-09-23,34,0,None,Yes,9,1302.88,11725.92,774160.0,EXW,Delivered
SHP000545,SUP0018,Maersk,Shenzhen,Houston,2024-10-08,2024-10-29,2024-10-29,21,0,None,Yes,10,3523.85,35238.5,702694.23,DAP,Delivered
SHP000546,SUP0008,COSCO,Rotterdam,Chicago,2024-05-26,2024-06-21,2024-06-24,26,3,Equipment Shortage,No,6,1463.4,8780.4,998787.16,DAP,Delivered
SHP000547,SUP0004,Yang Ming,Hamburg,Vancouver,2022-09-02,2022-09-25,2022-09-25,23,0,None,Yes,10,4417.01,44170.1,754360.55,CIF,Delivered
SHP000548,SUP0003,ONE,Busan,Houston,2023-02-15,2023-03-26,2023-03-26,39,0,None,Yes,7,3483.24,24382.68,314592.42,CFR,Delivered
SHP000549,SUP0019,Hapag-Lloyd,Rotterdam,Houston,2024-09-01,2024-10-10,2024-10-10,39,0,None,Yes,3,3641.6,10924.8,152634.83,EXW,Delivered
SHP000550,SUP0016,ZIM,Busan,Los Angeles,2022-03-02,2022-03-22,2022-03-22,20,0,None,Yes,8,3309.0,26472.0,973468.92,DAP,Delivered
SHP000551,SUP0020,ONE,Ningbo,Chicago,2022-07-17,2022-08-04,2022-08-04,18,0,None,Yes,8,1547.15,12377.2,678988.57,DAP,Delivered
SHP000552,SUP0017,Hapag-Lloyd,Hong Kong,Toronto,2022-03-06,2022-04-16,2022-04-16,41,0,None,Yes,6,3955.63,23733.78,470428.34,FOB,Delivered
SHP000553,SUP0002,CMA CGM,Singapore,Los Angeles,2024-10-03,2024-11-13,2024-11-13,41,0,None,Yes,7,2603.58,18225.06,153912.89,DAP,Delivered
SHP000554,SUP0018,COSCO,Hamburg,Seattle,2022-11-17,2022-12-04,2022-12-04,17,0,None,Yes,10,4392.22,43922.2,636092.69,EXW,Delivered
SHP000555,SUP0010,ONE,Shanghai,Toronto,2022-04-03,2022-04-25,2022-04-25,22,0,None,Yes,10,899.53,8995.3,896775.75,EXW,Delivered
SHP000556,SUP0013,MSC,Rotterdam,Houston,2024-01-02,2024-02-11,2024-02-11,40,0,None,Yes,4,1716.17,6864.68,665678.68,CFR,Delivered
SHP000557,SUP0003,MSC,Singapore,Vancouver,2023-11-23,2023-12-17,2023-12-17,24,0,None,Yes,1,2505.36,2505.36,870200.1,CFR,Delivered
SHP000558,SUP0017,Yang Ming,Singapore,Toronto,2024-08-19,2024-09-03,2024-09-03,15,0,None,Yes,7,1992.96,13950.72,142839.39,DAP,Delivered
SHP000559,SUP0004,Evergreen,Hong Kong,Seattle,2024-10-26,2024-11-30,2024-11-30,35,0,None,Yes,6,4386.88,26321.28,241670.7,FOB,Delivered
SHP000560,SUP0018,Evergreen,Singapore,Chicago,2022-04-08,2022-05-11,2022-05-11,33,0,None,Yes,4,3110.92,12443.68,960044.01,CFR,Delivered
SHP000561,SUP0004,HMM,Hong Kong,Chicago,2022-05-18,2022-07-01,2022-07-01,44,0,None,Yes,2,3210.69,6421.38,336754.66,EXW,Delivered
SHP000562,SUP0014,COSCO,Hong Kong,New York,2024-04-28,2024-06-06,2024-06-06,39,0,None,Yes,8,3284.77,26278.16,570184.36,FOB,Delivered
SHP000563,SUP0017,CMA CGM,Hamburg,New York,2024-08-15,2024-09-15,2024-09-15,31,0,None,Yes,7,4258.15,29807.05,740284.32,FOB,Delivered
SHP000564,SUP0017,Evergreen,Hong Kong,Seattle,2022-10-30,2022-11-28,2022-11-28,29,0,None,Yes,5,3923.25,19616.25,439747.25,FOB,Delivered
SHP000565,SUP0007,Yang Ming,Singapore,Chicago,2022-11-25,2022-12-25,2022-12-25,30,0,None,Yes,4,1220.17,4880.68,232320.21,CIF,Delivered
SHP000566,SUP0010,ZIM,Hamburg,Miami,2024-05-14,2024-05-30,2024-05-30,16,0,None,Yes,3,907.82,2723.46,800186.35,EXW,Delivered
SHP000567,SUP0018,CMA CGM,Shanghai,Seattle,2022-02-10,2022-02-27,2022-02-27,17,0,None,Yes,5,4008.54,20042.7,905546.14,DAP,Delivered
SHP000568,SUP0012,MSC,Rotterdam,Los Angeles,2023-04-29,2023-05-20,2023-05-20,21,0,None,Yes,2,2731.24,5462.48,837532.5,CFR,Delivered
SHP000569,SUP0009,ZIM,Shenzhen,New York,2022-09-08,2022-10-12,2022-10-12,34,0,None,Yes,7,3781.61,26471.27,756761.03,DAP,Delivered
SHP000570,SUP0007,CMA CGM,Shenzhen,Los Angeles,2023-03-15,2023-04-15,2023-04-15,31,0,None,Yes,10,1006.92,10069.2,556796.47,FOB,Delivered
SHP000571,SUP0011,COSCO,Rotterdam,Seattle,2023-05-20,2023-06-20,2023-06-20,31,0,None,Yes,6,3839.05,23034.3,70020.5,CFR,Delivered
SHP000572,SUP0002,Maersk,Busan,Chicago,2024-02-27,2024-03-31,2024-04-12,33,12,Port Congestion,No,9,4007.73,36069.57,864764.78,DAP,Delivered
SHP000573,SUP0001,Yang Ming,Singapore,Chicago,2022-07-04,2022-08-02,2022-08-02,29,0,None,Yes,3,4188.8,12566.4,649785.07,DAP,Delivered
SHP000574,SUP0002,Hapag-Lloyd,Shenzhen,Seattle,2024-08-22,2024-10-01,2024-10-01,40,0,None,Yes,2,3850.28,7700.56,713558.08,CFR,Delivered
SHP000575,SUP0003,ONE,Rotterdam,Houston,2024-07-17,2024-08-01,2024-08-01,15,0,None,Yes,3,3131.58,9394.74,801468.35,CIF,Delivered
SHP000576,SUP0001,Yang Ming,Busan,Chicago,2023-10-05,2023-10-24,2023-10-24,19,0,None,Yes,9,3440.19,30961.71,779226.99,CIF,Delivered
SHP000577,SUP0020,Yang Ming,Hong Kong,Seattle,2024-09-06,2024-09-28,2024-09-28,22,0,None,Yes,10,3859.04,38590.4,809552.23,CIF,Delivered
SHP000578,SUP0003,Yang Ming,Hong Kong,Los Angeles,2024-03-16,2024-04-23,2024-04-23,38,0,None,Yes,1,4215.52,4215.52,664751.35,CIF,Delivered
SHP000579,SUP0003,ZIM,Busan,Chicago,2022-12-12,2022-12-29,2022-12-29,17,0,None,Yes,10,1762.58,17625.8,134608.2,EXW,Delivered
SHP000580,SUP0006,HMM,Shenzhen,Toronto,2024-12-12,2025-01-22,2025-01-22,41,0,None,Yes,8,1238.5,9908.0,727885.53,CIF,In Transit
SHP000581,SUP0009,Hapag-Lloyd,Hamburg,Miami,2022-09-24,2022-11-04,2022-11-04,41,0,None,Yes,5,3488.82,17444.1,229895.01,CIF,Delivered
SHP000582,SUP0014,CMA CGM,Shanghai,Chicago,2023-06-21,2023-07-20,2023-07-20,29,0,None,Yes,4,2167.66,8670.64,700053.73,DAP,Delivered
SHP000583,SUP0003,Maersk,Hamburg,Los Angeles,2023-10-25,2023-12-03,2023-12-03,39,0,None,Yes,7,3523.59,24665.13,293414.31,FOB,Delivered
SHP000584,SUP0018,Maersk,Shanghai,Houston,2023-04-26,2023-06-09,2023-06-21,44,12,Documentation Error,No,1,819.84,819.84,529314.9,DAP,Delivered
SHP000585,SUP0010,Yang Ming,Hong Kong,Los Angeles,2022-03-26,2022-04-20,2022-04-20,25,0,None,Yes,8,4242.21,33937.68,884001.91,CIF,Delivered
SHP000586,SUP0003,ONE,Rotterdam,Los Angeles,2023-06-18,2023-07-09,2023-07-09,21,0,None,Yes,3,2647.08,7941.24,974702.92,EXW,Delivered
SHP000587,SUP0012,Yang Ming,Singapore,Chicago,2023-06-25,2023-07-29,2023-08-12,34,14,Bad Weather,No,8,3625.6,29004.8,193701.51,DAP,Delivered
SHP000588,SUP0002,Evergreen,Ningbo,Toronto,2023-04-16,2023-05-11,2023-05-11,25,0,None,Yes,3,3412.06,10236.18,464608.37,DAP,Delivered
SHP000589,SUP0002,ZIM,Hong Kong,Seattle,2024-07-26,2024-09-09,2024-09-09,45,0,None,Yes,3,1257.52,3772.56,138898.98,EXW,Delivered
SHP000590,SUP0006,CMA CGM,Singapore,New York,2022-01-09,2022-02-03,2022-02-17,25,14,Customs Inspection,No,8,3304.56,26436.48,892999.31,FOB,Delivered
SHP000591,SUP0010,MSC,Rotterdam,Houston,2022-08-06,2022-09-09,2022-09-09,34,0,None,Yes,8,3873.59,30988.72,676562.36,DAP,Delivered
SHP000592,SUP0009,HMM,Shanghai,Houston,2022-03-31,2022-05-12,2022-05-23,42,11,Documentation Error,No,3,1582.06,4746.18,96248.14,EXW,Delivered
SHP000593,SUP0011,Maersk,Shenzhen,Miami,2022-07-09,2022-08-17,2022-08-17,39,0,None,Yes,7,1130.0,7910.0,859728.54,CIF,Delivered
SHP000594,SUP0013,Yang Ming,Singapore,Los Angeles,2022-09-04,2022-10-07,2022-10-07,33,0,None,Yes,5,4143.82,20719.1,623337.93,EXW,Delivered
SHP000595,SUP0004,ONE,Busan,Seattle,2024-07-01,2024-08-08,2024-08-08,38,0,None,Yes,10,2365.36,23653.6,768666.11,EXW,Delivered
SHP000596,SUP0020,CMA CGM,Rotterdam,Miami,2022-07-10,2022-07-26,2022-07-26,16,0,None,Yes,8,3302.83,26422.64,665230.09,CIF,Delivered
SHP000597,SUP0016,COSCO,Shenzhen,Chicago,2024-08-16,2024-09-26,2024-09-29,41,3,Equipment Shortage,No,5,1349.84,6749.2,171400.26,EXW,Delivered
SHP000598,SUP0008,COSCO,Rotterdam,Chicago,2022-04-08,2022-04-26,2022-04-26,18,0,None,Yes,9,2372.18,21349.62,139760.14,CFR,Delivered
SHP000599,SUP0009,ONE,Singapore,Vancouver,2024-10-28,2024-11-12,2024-11-12,15,0,None,Yes,8,1464.34,11714.72,223097.73,DAP,Delivered
SHP000600,SUP0002,MSC,Rotterdam,Chicago,2023-10-05,2023-11-17,2023-11-17,43,0,None,Yes,5,2062.94,10314.7,922206.33,CIF,Delivered
SHP000601,SUP0007,CMA CGM,Shenzhen,Chicago,2022-08-06,2022-09-16,2022-09-16,41,0,None,Yes,7,1231.71,8621.97,213148.58,DAP,Delivered
SHP000602,SUP0015,Yang Ming,Hamburg,Chicago,2024-01-09,2024-02-17,2024-02-17,39,0,None,Yes,3,851.34,2554.02,156316.88,FOB,Delivered
SHP000603,SUP0007,Maersk,Busan,Seattle,2022-10-25,2022-11-23,2022-11-23,29,0,None,Yes,9,1506.38,13557.42,335871.98,DAP,Delivered
SHP000604,SUP0005,ZIM,Rotterdam,Toronto,2022-08-27,2022-09-20,2022-09-20,24,0,None,Yes,8,4366.31,34930.48,497914.74,DAP,Delivered
SHP000605,SUP0019,Evergreen,Busan,Chicago,2024-03-13,2024-03-30,2024-03-30,17,0,None,Yes,7,4424.1,30968.7,856185.45,CFR,Delivered
SHP000606,SUP0020,COSCO,Singapore,Toronto,2024-09-25,2024-11-03,2024-11-03,39,0,None,Yes,10,4260.54,42605.4,909819.49,DAP,Delivered
SHP000607,SUP0008,Maersk,Shanghai,Miami,2023-10-09,2023-10-27,2023-11-05,18,9,Equipment Shortage,No,8,1232.68,9861.44,641561.86,EXW,Delivered
SHP000608,SUP0015,Yang Ming,Shanghai,Los Angeles,2023-08-13,2023-09-08,2023-09-08,26,0,None,Yes,4,2678.25,10713.0,608275.77,EXW,Delivered
SHP000609,SUP0020,ZIM,Ningbo,Chicago,2024-03-10,2024-04-19,2024-04-19,40,0,None,Yes,3,3100.82,9302.46,318334.35,FOB,Delivered
SHP000610,SUP0016,CMA CGM,Ningbo,New York,2022-11-17,2023-01-01,2023-01-01,45,0,None,Yes,8,1923.51,15388.08,248961.29,FOB,Delivered
SHP000611,SUP0001,ONE,Singapore,Houston,2022-11-21,2022-12-16,2022-12-16,25,0,None,Yes,2,2049.62,4099.24,158270.83,CIF,Delivered
SHP000612,SUP0004,COSCO,Busan,Seattle,2023-06-13,2023-07-18,2023-07-18,35,0,None,Yes,9,1789.72,16107.48,193619.46,CFR,Delivered
SHP000613,SUP0020,MSC,Shanghai,Seattle,2024-07-25,2024-08-15,2024-08-15,21,0,None,Yes,10,3693.98,36939.8,950014.32,CFR,Delivered
SHP000614,SUP0002,COSCO,Shenzhen,Los Angeles,2022-08-30,2022-09-26,2022-09-26,27,0,None,Yes,5,3420.2,17101.0,773866.46,DAP,Delivered
SHP000615,SUP0004,CMA CGM,Hong Kong,Houston,2022-10-10,2022-10-31,2022-10-31,21,0,None,Yes,7,3646.11,25522.77,56258.2,DAP,Delivered
SHP000616,SUP0011,Hapag-Lloyd,Ningbo,Vancouver,2023-06-29,2023-08-05,2023-08-05,37,0,None,Yes,4,1360.96,5443.84,765831.81,DAP,Delivered
SHP000617,SUP0008,CMA CGM,Rotterdam,Miami,2024-04-18,2024-05-31,2024-05-31,43,0,None,Yes,6,4291.84,25751.04,470449.75,FOB,Delivered
SHP000618,SUP0017,MSC,Shenzhen,Houston,2023-10-07,2023-11-15,2023-11-15,39,0,None,Yes,7,3609.01,25263.07,677167.36,CIF,Delivered
SHP000619,SUP0019,Maersk,Singapore,Miami,2024-04-03,2024-05-06,2024-05-17,33,11,Port Congestion,No,5,4130.77,20653.85,629881.01,CIF,Delivered
SHP000620,SUP0013,ZIM,Busan,Seattle,2023-12-09,2024-01-17,2024-01-24,39,7,Port Congestion,No,1,2788.5,2788.5,420493.86,CIF,Delivered
SHP000621,SUP0017,COSCO,Singapore,New York,2022-07-10,2022-08-12,2022-08-12,33,0,None,Yes,3,886.66,2659.98,895803.37,CFR,Delivered
SHP000622,SUP0019,Hapag-Lloyd,Busan,Chicago,2024-05-15,2024-06-05,2024-06-05,21,0,None,Yes,5,3119.86,15599.3,386749.68,FOB,Delivered
SHP000623,SUP0004,ZIM,Singapore,Toronto,2024-07-17,2024-08-21,2024-08-21,35,0,None,Yes,10,2892.71,28927.1,899621.95,CFR,Delivered
SHP000624,SUP0020,Evergreen,Hong Kong,Chicago,2023-08-06,2023-08-28,2023-08-28,22,0,None,Yes,4,1189.34,4757.36,540629.23,CIF,Delivered
SHP000625,SUP0012,ZIM,Shenzhen,Los Angeles,2024-05-21,2024-06-30,2024-06-30,40,0,None,Yes,7,4087.48,28612.36,502440.42,DAP,Delivered
SHP000626,SUP0003,ONE,Rotterdam,Miami,2023-06-25,2023-08-09,2023-08-23,45,14,Equipment Shortage,No,7,3848.1,26936.7,187128.87,CIF,Delivered
SHP000627,SUP0016,ZIM,Ningbo,Vancouver,2023-03-12,2023-04-24,2023-04-24,43,0,None,Yes,3,4293.06,12879.18,400865.46,FOB,Delivered
SHP000628,SUP0020,Yang Ming,Shenzhen,Vancouver,2024-01-27,2024-02-28,2024-02-28,32,0,None,Yes,2,2174.43,4348.86,991469.1,EXW,Delivered
SHP000629,SUP0010,ZIM,Shanghai,Los Angeles,2022-10-19,2022-11-28,2022-11-30,40,2,Bad Weather,No,5,1597.65,7988.25,828168.82,DAP,Delivered
SHP000630,SUP0001,MSC,Hong Kong,Vancouver,2022-04-02,2022-05-12,2022-05-12,40,0,None,Yes,10,2473.79,24737.9,370932.09,DAP,Delivered
SHP000631,SUP0016,HMM,Ningbo,Los Angeles,2024-10-30,2024-12-12,2024-12-12,43,0,None,Yes,3,4005.48,12016.44,358955.47,CFR,Delivered
SHP000632,SUP0020,Yang Ming,Rotterdam,New York,2024-03-20,2024-04-24,2024-04-24,35,0,None,Yes,8,3522.88,28183.04,663620.7,CIF,Delivered
SHP000633,SUP0001,HMM,Singapore,Vancouver,2022-06-24,2022-07-20,2022-07-20,26,0,None,Yes,1,4341.98,4341.98,545666.1,DAP,Delivered
SHP000634,SUP0017,Maersk,Shenzhen,Los Angeles,2022-02-08,2022-03-11,2022-03-11,31,0,None,Yes,10,2443.65,24436.5,816574.97,CFR,Delivered
SHP000635,SUP0011,Yang Ming,Shanghai,Seattle,2022-02-17,2022-03-24,2022-03-24,35,0,None,Yes,1,3980.7,3980.7,351513.31,EXW,Delivered
SHP000636,SUP0003,MSC,Shenzhen,Los Angeles,2023-08-08,2023-08-31,2023-08-31,23,0,None,Yes,2,1370.64,2741.28,954556.49,CIF,Delivered
SHP000637,SUP0002,HMM,Hong Kong,Los Angeles,2022-02-25,2022-03-14,2022-03-14,17,0,None,Yes,6,1327.1,7962.6,898360.47,EXW,Delivered
SHP000638,SUP0013,MSC,Shanghai,New York,2023-05-06,2023-06-04,2023-06-04,29,0,None,Yes,9,2224.68,20022.12,159327.3,FOB,Delivered
SHP000639,SUP0011,ZIM,Rotterdam,Vancouver,2024-09-18,2024-10-03,2024-10-03,15,0,None,Yes,1,1795.89,1795.89,965300.95,FOB,Delivered
SHP000640,SUP0008,COSCO,Ningbo,Chicago,2024-04-13,2024-05-25,2024-05-25,42,0,None,Yes,9,1552.79,13975.11,969515.94,EXW,Delivered
SHP000641,SUP0018,CMA CGM,Busan,Miami,2024-07-14,2024-07-30,2024-07-30,16,0,None,Yes,10,1870.22,18702.2,973477.71,FOB,Delivered
SHP000642,SUP0002,ZIM,Singapore,Chicago,2024-02-18,2024-03-25,2024-03-25,36,0,None,Yes,9,1840.85,16567.65,203345.49,CFR,Delivered
